no,text
1657,"['someone', 'NN'], ['thin', 'JJ'], ['quickly', 'RB'], ['oiled', 'VBD'], ['root', 'NN'], ['dry', 'JJ'], ['end', 'NN'], ['stuff', 'NN'], ['great', 'JJ'], ['awsome', 'JJ'], ['use', 'NN'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['also', 'RB'], ['good', 'JJ'], ['own', 'JJ'], ['saw', 'NN'], ['definite', 'JJ'], ['couple', 'JJ'], ['day', 'NN'], ['difference', 'NN'], ['hair', 'NN'], ['oily', 'RB'], ['used', 'VBD'], ['together', 'RB'], ['see', 'VB'], ['much', 'JJ'], ['difference', 'NN'], ['own', 'JJ'], ['typically', 'RB'], ['wash', 'VBP'], ['hair', 'NN'], ['week', 'NN'], ['definitely', 'RB'], ['helped', 'VBD'], ['feel', 'VB'], ['dry', 'JJ'], ['week', 'NN'], ['progressed', 'VBN'], ['receive', 'JJ'], ['product', 'NN'], ['complimentary', 'JJ'], ['exchange', 'NN'], ['honest', 'JJS'], ['review', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1658,"['love', 'NN'], ['conditioner', 'NN'], ['moisturizing', 'VBG'], ['feel', 'NN'], ['silky', 'JJ'], ['smooth', 'CC'], ['handsin', 'JJ'], ['hair', 'NN'], ['miracle', 'NN'], ['worker', 'NN'], ['nice', 'JJ'], ['especially', 'RB'], ['inexpensive', 'JJ'], ['brand', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['meeting', 'NN'], ['purpose', 'JJ'], ['opinion', 'NN'], ['product', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1659,"['conditioner', 'NN'], ['super', 'JJ'], ['thick', 'NN'], ['really', 'RB'], ['moisturizes', 'JJ'], ['end', 'NN'], ['hair', 'NN'], ['hair', 'NN'], ['colored', 'VBD'], ['get', 'VB'], ['drier', 'JJR'], ['quicker', 'NN'], ['get', 'VB'], ['pretty', 'RB'], ['brittle', 'JJ'], ['end', 'NN'], ['conditioner', 'NN'], ['brings', 'VBZ'], ['hair', 'NN'], ['back', 'RP'], ['life', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1660,"['really', 'RB'], ['like', 'JJ'], ['conditioner', 'NN'], ['detangled', 'VBD'], ['hair', 'NN'], ['left', 'VBD'], ['light', 'JJ'], ['bouncy', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['effect', 'NN'], ['review', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1661,"['received', 'VBN'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['such', 'JJ'], ['since', 'IN'], ['loral', 'JJ'], ['company', 'NN'], ['test', 'NN'], ['animal', 'NN'], ['would', 'MD'], ['normally', 'RB'], ['buy', 'VB'], ['it', 'PRP'], ['thankfully', 'RB'], ['parabenfree', 'VBP'], ['indeed', 'RB'], ['use', 'JJ'], ['product', 'NN'], ['enjoying', 'VBG'], ['way', 'NN'], ['smell', 'NN'], ['hydrate', 'NN'], ['without', 'IN'], ['weighing', 'VBG'], ['hair', 'NN'], ['down', 'RP'], ['review', 'NN'], ['collected', 'JJ'], ['part', 'NN'], ['promotion', 'NN']"
1662,"['overall', 'JJ'], ['decent', 'NN'], ['conditionerand', 'NN'], ['get', 'VB'], ['point', 'NN'], ['system', 'NN'], ['reduce', 'VB'], ['oily', 'RB'], ['rootsbut', 'NN'], ['conditioner', 'NN'], ['help', 'NN'], ['rehydrate', 'VB'], ['end', 'VB'], ['much', 'RB'], ['needed', 'VBN'], ['given', 'VBN'], ['drying', 'VBG'], ['affect', 'JJ'], ['shampoo', 'NN'], ['always', 'RB'], ['condition', 'JJ'], ['end', 'NN'], ['hair', 'NN'], ['habit', 'NN'], ['given', 'VBN'], ['oily', 'RB'], ['root', 'JJ'], ['feel', 'NN'], ['left', 'VBD'], ['little', 'JJ'], ['desired', 'JJ'], ['overall', 'JJ'], ['glad', 'NN'], ['got', 'VBD'], ['try', 'JJ'], ['product', 'NN'], ['via', 'IN'], ['influenster', 'NN'], ['voxbox', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1663,"['conditioner', 'NN'], ['heavy', 'JJ'], ['light', 'VBD'], ['good', 'JJ'], ['between', 'IN'], ['also', 'RB'], ['make', 'VBP'], ['crazy', 'JJ'], ['volume', 'NN'], ['oily', 'RB'], ['day', 'NN'], ['use', 'VB'], ['scalp', 'NN'], ['worry', 'NN'], ['annoying', 'VBG'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['exchange', 'NN'], ['review', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1664,"['received', 'VBN'], ['complementary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['product', 'NN'], ['own', 'JJ'], ['overall', 'JJ'], ['really', 'RB'], ['nice', 'JJ'], ['conditioner', 'NN'], ['smell', 'RB'], ['great', 'JJ'], ['leaf', 'JJ'], ['hair', 'NN'], ['feeling', 'VBG'], ['super', 'JJ'], ['soft', 'JJ'], ['love', 'NN'], ['would', 'MD'], ['repurchase', 'VB'], ['future', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1665,"['influencer', 'NN'], ['sent', 'VBD'], ['product', 'NN'], ['month', 'NN'], ['ago', 'RB'], ['far', 'RB'], ['worked', 'VBN'], ['really', 'RB'], ['well', 'RB'], ['paired', 'JJ'], ['respective', 'JJ'], ['shampoo', 'NN'], ['well', 'RB'], ['pre', 'RB'], ['poo', 'JJ'], ['clay', 'NN'], ['mask', 'NN'], ['hair', 'NN'], ['loved', 'VBD'], ['it', 'PRP'], ['curl', 'VB'], ['light', 'JJ'], ['airy', 'NNS'], ['well', 'RB'], ['defined', 'VBD'], ['moisturized', 'VBN'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
1666,"['new', 'JJ'], ['haircare', 'NN'], ['range', 'NN'], ['like', 'IN'], ['nothing', 'NN'], ['else', 'RB'], ['ive', 'JJ'], ['ever', 'RB'], ['tried', 'VBN'], ['out', 'RP'], ['intrigued', 'JJ'], ['new', 'JJ'], ['clay', 'NN'], ['technology', 'NN'], ['try', 'NN'], ['pleased', 'VBD'], ['result', 'NN'], ['leave', 'VBP'], ['root', 'NN'], ['sumptuously', 'RB'], ['soft', 'JJ'], ['cleansed', 'VBN'], ['usually', 'RB'], ['dry', 'JJ'], ['end', 'NN'], ['feeling', 'NN'], ['nourished', 'VBN'], ['must', 'MD'], ['anyone', 'NN'], ['feel', 'VB'], ['like', 'IN'], ['nasty', 'JJ'], ['build', 'JJ'], ['product', 'NN'], ['hair', 'NN'], ['feeling', 'VBG'], ['bit', 'NN'], ['tlc', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1667,"['received', 'VBN'], ['free', 'JJ'], ['influenster', 'NN'], ['shampoo', 'NN'], ['mask', 'NN'], ['omg', 'NN'], ['amazeballs', 'VBZ'], ['hair', 'JJ'], ['smooth', 'JJ'], ['greasy', 'JJ'], ['day', 'NN'], ['wash', 'VBD'], ['normally', 'RB'], ['wash', 'JJ'], ['every', 'DT'], ['day', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1668,"['received', 'VBN'], ['product', 'NN'], ['freecomplimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['conditioner', 'NN'], ['made', 'VBD'], ['hair', 'NN'], ['feel', 'VB'], ['instantly', 'RB'], ['smooth', 'JJ'], ['fresh', 'JJ'], ['smell', 'NN'], ['great', 'JJ'], ['weigh', 'JJ'], ['hair', 'NN'], ['down', 'RP'], ['review', 'NN'], ['collected', 'JJ'], ['part', 'NN'], ['promotion', 'NN']"
1669,"['received', 'VBN'], ['product', 'NN'], ['free', 'JJ'], ['exchange', 'NN'], ['honest', 'JJS'], ['review', 'NN'], ['natural', 'JJ'], ['curly', 'RB'], ['hair', 'JJ'], ['route', 'NN'], ['dry', 'JJ'], ['end', 'NN'], ['using', 'VBG'], ['step', 'JJ'], ['final', 'JJ'], ['trio', 'NN'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['left', 'VBD'], ['hair', 'JJ'], ['oil', 'NN'], ['free', 'JJ'], ['soft', 'JJ'], ['curl', 'NN'], ['bouncy', 'NN'], ['buy', 'VB'], ['again', 'RB'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1670,"['received', 'VBN'], ['item', 'JJ'], ['free', 'JJ'], ['influesnter', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['using', 'VBG'], ['product', 'NN'], ['along', 'IN'], ['shampoo', 'JJ'], ['love', 'VB'], ['it', 'PRP'], ['first', 'JJ'], ['time', 'NN'], ['tried', 'JJ'], ['product', 'NN'], ['got', 'VBD'], ['great', 'JJ'], ['result', 'NN'], ['leaf', 'NN'], ['hair', 'NN'], ['silky', 'JJ'], ['smooth', 'CC'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1671,"['excited', 'JJ'], ['receive', 'JJ'], ['item', 'NN'], ['free', 'JJ'], ['influenster', 'NN'], ['product', 'NN'], ['left', 'VBD'], ['hair', 'JJ'], ['soft', 'JJ'], ['light', 'NN'], ['hair', 'NN'], ['felt', 'VBD'], ['much', 'JJ'], ['softer', 'JJR'], ['rinsing', 'VBG'], ['normally', 'RB'], ['doe', 'VB'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
1672,"['combination', 'NN'], ['perfect', 'JJ'], ['people', 'NNS'], ['suffer', 'VBP'], ['oily', 'RB'], ['root', 'VBP'], ['like', 'IN'], ['myself', 'PRP'], ['love', 'VBP'], ['think', 'VBP'], ['really', 'RB'], ['job', 'NN'], ['helping', 'VBG'], ['maintain', 'VB'], ['fresh', 'JJ'], ['looking', 'VBG'], ['hair', 'NN'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['influenster', 'NN'], ['honest', 'JJS'], ['opinion', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1673,"['used', 'VBN'], ['conjunction', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['hair', 'NN'], ['never', 'RB'], ['felt', 'VBD'], ['better', 'RBR'], ['shampoo', 'NN'], ['conditioner', 'NNS'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['compared', 'VBN'], ['dry', 'JJ'], ['end', 'NN'], ['used', 'VBN'], ['have', 'VBP'], ['smell', 'VBN'], ['amazingly', 'RB'], ['fragrant', 'JJ'], ['quality', 'NN'], ['product', 'NN'], ['make', 'VBP'], ['lack', 'JJ'], ['scent', 'NN'], ['set', 'NN'], ['easy', 'JJ'], ['use', 'NN'], ['amazing', 'JJ'], ['price', 'NN'], ['quality', 'NN'], ['highly', 'RB'], ['recommend', 'VB'], ['given', 'VBN'], ['free', 'JJ'], ['test', 'NN'], ['influenster', 'NN'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1674,"['conditioner', 'NN'], ['light', 'JJ'], ['creamy', 'NNS'], ['lovely', 'RB'], ['slight', 'JJ'], ['scent', 'NN'], ['really', 'RB'], ['make', 'VB'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['ive', 'NN'], ['noticed', 'VBD'], ['hair', 'NN'], ['looked', 'VBD'], ['better', 'RBR'], ['general', 'JJ'], ['since', 'IN'], ['first', 'RB'], ['started', 'VBN'], ['using', 'VBG'], ['extraordinary', 'JJ'], ['clay', 'NN'], ['line', 'NN'], ['worth', 'IN'], ['every', 'DT'], ['penny', 'NN'], ['received', 'VBD'], ['complimentary', 'JJ'], ['influenster', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1675,"['got', 'VBD'], ['chance', 'NN'], ['try', 'NN'], ['product', 'NN'], ['free', 'JJ'], ['thanks', 'NNS'], ['influenster', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['conditioner', 'NN'], ['nice', 'JJ'], ['use', 'NN'], ['mask', 'NN'], ['better', 'RBR'], ['result', 'NN'], ['applying', 'VBG'], ['mask', 'NN'], ['bit', 'NN'], ['tedious', 'JJ'], ['seems', 'VBZ'], ['worth', 'JJ'], ['effort', 'NN'], ['normally', 'RB'], ['wash', 'JJ'], ['every', 'DT'], ['day', 'NN'], ['use', 'VB'], ['dry', 'JJ'], ['shampoo', 'NNS'], ['oily', 'RB'], ['root', 'VBP'], ['need', 'MD'], ['dry', 'VB'], ['shampoo', 'JJ'], ['day', 'NN'], ['even', 'RB'], ['went', 'VBD'], ['third', 'JJ'], ['day', 'NN'], ['without', 'IN'], ['washing', 'VBG'], ['apply', 'NN'], ['dry', 'JJ'], ['shampoo', 'NN'], ['day', 'NN'], ['conditioner', 'NN'], ['nice', 'JJ'], ['use', 'NN'], ['mask', 'NN'], ['best', 'RBS'], ['result', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1676,"['loved', 'VBN'], ['hair', 'NN'], ['treatment', 'NN'], ['received', 'VBD'], ['influenster', 'NN'], ['conditioner', 'NN'], ['last', 'JJ'], ['step', 'NN'], ['process', 'NN'], ['seal', 'JJ'], ['deal', 'NN'], ['good', 'JJ'], ['consistency', 'NN'], ['great', 'JJ'], ['scent', 'JJ'], ['focus', 'NN'], ['end', 'NN'], ['hair', 'NN'], ['product', 'NN'], ['hair', 'NN'], ['dry', 'JJ'], ['feel', 'NN'], ['soft', 'JJ'], ['amazing', 'VBG'], ['think', 'NN'], ['using', 'VBG'], ['three', 'CD'], ['product', 'NN'], ['helped', 'VBD'], ['hair', 'NN'], ['feel', 'VB'], ['le', 'JJ'], ['oily', 'RB'], ['loved', 'VBD'], ['all', 'DT'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1677,"['stuff', 'NN'], ['amazing', 'VBG'], ['leaf', 'JJ'], ['hair', 'NN'], ['silky', 'JJ'], ['soft', 'JJ'], ['least', 'JJS'], ['day', 'NN'], ['definitely', 'RB'], ['purchasing', 'VBG'], ['again', 'RB'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1678,"['conditioner', 'NN'], ['lost', 'VBD'], ['word', 'NN'], ['product', 'NN'], ['really', 'RB'], ['made', 'VBD'], ['difference', 'NN'], ['hair', 'NN'], ['ive', 'JJ'], ['issue', 'NN'], ['breakage', 'NN'], ['dry', 'JJ'], ['brittle', 'JJ'], ['end', 'NN'], ['conditioner', 'NN'], ['along', 'IN'], ['premask', 'NN'], ['shampoo', 'NN'], ['really', 'RB'], ['strengthened', 'VBD'], ['hair', 'NN'], ['made', 'VBN'], ['soft', 'JJ'], ['shiny', 'NNS'], ['smell', 'VBP'], ['amazing', 'VBG'], ['really', 'RB'], ['make', 'VB'], ['difference', 'NN'], ['way', 'NN'], ['go', 'VBP'], ['loreal', 'JJ'], ['received', 'VBN'], ['product', 'NN'], ['complimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1679,"['product', 'NN'], ['sent', 'VBD'], ['free', 'JJ'], ['influenster', 'NN'], ['thick', 'NN'], ['creamy', 'NNS'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'VB'], ['greasy', 'JJ'], ['along', 'IN'], ['shampoo', 'JJ'], ['perfect', 'JJ'], ['combo', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1680,"['loved', 'VBN'], ['conditioner', 'NN'], ['honestly', 'RB'], ['surprised', 'VBD'], ['me', 'PRP'], ['end', 'VB'], ['dry', 'JJ'], ['damaged', 'VBN'], ['usually', 'RB'], ['use', 'VBP'], ['something', 'NN'], ['much', 'JJ'], ['heavier', 'JJR'], ['shower', 'NN'], ['needed', 'VBN'], ['surprisingly', 'RB'], ['little', 'JJ'], ['product', 'NN'], ['hair', 'NN'], ['stayed', 'VBD'], ['soft', 'JJ'], ['day', 'NN'], ['smelled', 'VBD'], ['heavenly', 'RB'], ['too', 'RB'], ['loved', 'VBD'], ['it', 'PRP'], ['sent', 'VBD'], ['product', 'NN'], ['review', 'NN'], ['opinion', 'NN'], ['truthful', 'JJ'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1681,"['recieved', 'VBN'], ['along', 'IN'], ['pre', 'JJ'], ['shampoo', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['loved', 'VBD'], ['entire', 'JJ'], ['line', 'NN'], ['honestly', 'RB'], ['hair', 'VBD'], ['always', 'RB'], ['felt', 'VBN'], ['clean', 'JJ'], ['refreshed', 'VBN'], ['rehydrated', 'JJ'], ['conditioner', 'NN'], ['work', 'NN'], ['wonder', 'NN'], ['rest', 'NN'], ['line', 'NN'], ['independently', 'RB'], ['definitely', 'RB'], ['buy', 'VB'], ['again', 'RB'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1682,"['clay', 'NN'], ['conditioner', 'NN'], ['cant', 'JJ'], ['beat', 'NN'], ['seriously', 'RB'], ['value', 'NN'], ['awesome', 'JJ'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['using', 'VBG'], ['it', 'PRP'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1683,"['received', 'VBN'], ['product', 'NN'], ['complimentary', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['love', 'NN'], ['way', 'NN'], ['conditioner', 'NN'], ['worked', 'VBD'], ['great', 'JJ'], ['clay', 'NN'], ['hair', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['really', 'RB'], ['worked', 'VBD'], ['amazing', 'JJ'], ['sometimes', 'RB'], ['oily', 'RB'], ['hair', 'JJ'], ['highly', 'RB'], ['recommend', 'VBP'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
1684,"['really', 'RB'], ['love', 'VB'], ['way', 'NN'], ['hair', 'NN'], ['feel', 'VBP'], ['smell', 'RB'], ['using', 'VBG'], ['product', 'NN'], ['happy', 'JJ'], ['received', 'VBD'], ['system', 'NN'], ['review', 'NN'], ['affordable', 'JJ'], ['work', 'NN'], ['really', 'RB'], ['well', 'RB'], ['combination', 'NN'], ['hair', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1685,"['received', 'VBN'], ['complimentary', 'JJ'], ['package', 'NN'], ['influenster', 'NN'], ['excited', 'VBD'], ['stuff', 'JJ'], ['work', 'NN'], ['wonder', 'VBP'], ['oily', 'RB'], ['root', 'VBP'], ['dry', 'JJ'], ['end', 'NN'], ['using', 'VBG'], ['clay', 'NN'], ['mask', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['hair', 'NN'], ['le', 'VBD'], ['oily', 'RB'], ['le', 'JJ'], ['dry', 'JJ'], ['poofy', 'NN'], ['would', 'MD'], ['recommend', 'VB'], ['review', 'NN'], ['collected', 'VBN'], ['part', 'NN'], ['promotion', 'NN']"
1686,"['work', 'NN'], ['great', 'JJ'], ['make', 'VBP'], ['hair', 'NN'], ['shiny', 'JJ'], ['healthy', 'JJ'], ['looking', 'VBG'], ['also', 'RB'], ['making', 'VBG'], ['easy', 'JJ'], ['detangle', 'NN'], ['smell', 'NN'], ['great', 'JJ'], ['feel', 'NN'], ['awesome', 'JJ'], ['got', 'VBD'], ['free', 'JJ'], ['honest', 'JJS'], ['opinion', 'NN'], ['product', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1687,"['received', 'VBN'], ['product', 'NN'], ['influenster', 'NN'], ['exchange', 'NN'], ['honest', 'JJ'], ['opinion', 'NN'], ['definitely', 'RB'], ['love', 'IN'], ['final', 'JJ'], ['result', 'NN'], ['this', 'DT'], ['keeping', 'VBG'], ['end', 'JJ'], ['super', 'NN'], ['smooth', 'FW'], ['hour', 'NN'], ['hair', 'NN'], ['still', 'RB'], ['looking', 'VBG'], ['smooth', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1688,"['use', 'NN'], ['pretreatment', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['love', 'IN'], ['product', 'NN'], ['equally', 'RB'], ['feel', 'JJ'], ['work', 'NN'], ['best', 'JJS'], ['used', 'VBN'], ['together', 'RB'], ['make', 'VB'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['smell', 'NN'], ['clean', 'JJ'], ['hint', 'NN'], ['floral', 'JJ'], ['get', 'VB'], ['compliment', 'JJ'], ['lot', 'NN'], ['smell', 'VBP'], ['hair', 'NN'], ['oily', 'RB'], ['root', 'VBZ'], ['dry', 'JJ'], ['end', 'NN'], ['make', 'VBP'], ['end', 'NN'], ['feel', 'NN'], ['light', 'JJ'], ['fluffy', 'JJ'], ['root', 'NN'], ['stay', 'NN'], ['dry', 'JJ'], ['im', 'NN'], ['happy', 'JJ'], ['product', 'NN'], ['yes', 'NNS'], ['receive', 'VBP'], ['free', 'JJ'], ['review', 'NN'], ['honest', 'JJS'], ['true', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1689,"['hair', 'NN'], ['combination', 'NN'], ['like', 'IN'], ['minebuy', 'NN'], ['set', 'VBN'], ['now', 'RB'], ['hair', 'JJ'], ['oily', 'RB'], ['root', 'VBP'], ['dry', 'JJ'], ['end', 'NN'], ['solved', 'VBD'], ['problem', 'NN'], ['mask', 'NN'], ['great', 'JJ'], ['addition', 'NN'], ['shampoo', 'NN'], ['conditioner', 'NN'], ['even', 'RB'], ['want', 'VBP'], ['use', 'NN'], ['every', 'DT'], ['day', 'NN'], ['put', 'VBD'], ['mask', 'JJ'], ['hair', 'NN'], ['dry', 'JJ'], ['get', 'NN'], ['showertub', 'JJ'], ['rinse', 'NN'], ['shampoocondition', 'NN'], ['usual', 'JJ'], ['im', 'JJ'], ['sure', 'JJ'], ['combination', 'NN'], ['three', 'CD'], ['mask', 'NN'], ['shampoo', 'VBD'], ['conditioner', 'JJR'], ['one', 'CD'], ['miracle', 'NN'], ['worker', 'NN'], ['also', 'RB'], ['super', 'VBZ'], ['thrilled', 'VBN'], ['use', 'NN'], ['dandruff', 'NN'], ['shampoo', 'NN'], ['since', 'IN'], ['starting', 'VBG'], ['use', 'NN'], ['product', 'NN'], ['super', 'NN'], ['bad', 'JJ'], ['dandruff', 'NN'], ['use', 'NN'], ['dandruff', 'NN'], ['shampooconditioner', 'NN'], ['week', 'NN'], ['get', 'VBP'], ['really', 'RB'], ['dry', 'JJ'], ['itchy', 'NN'], ['scalp', 'NN'], ['since', 'IN'], ['using', 'VBG'], ['combination', 'NN'], ['product', 'NN'], ['use', 'NN'], ['once', 'RB'], ['scalp', 'JJ'], ['feel', 'NN'], ['amazing', 'VBG'], ['received', 'VBD'], ['free', 'JJ'], ['sample', 'NN'], ['testing', 'VBG'], ['purpose', 'JJ'], ['view', 'NN'], ['reported', 'VBD'], ['honest', 'JJS'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1690,"['mask', 'NN'], ['line', 'NN'], ['helped', 'VBD'], ['oil', 'NN'], ['control', 'NN'], ['shampoo', 'NN'], ['left', 'VBD'], ['hair', 'NN'], ['feeling', 'VBG'], ['clean', 'JJ'], ['make', 'VBP'], ['feel', 'NN'], ['silky', 'JJ'], ['received', 'VBD'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'JJ'], ['opinion', 'NN'], ['own', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1691,"['received', 'VBN'], ['product', 'NN'], ['free', 'JJ'], ['testing', 'VBG'], ['purpose', 'NN'], ['following', 'VBG'], ['opinion', 'NN'], ['week', 'NN'], ['using', 'VBG'], ['product', 'NN'], ['people', 'NNS'], ['started', 'VBD'], ['seeing', 'VBG'], ['difference', 'NN'], ['hair', 'NN'], ['health', 'NN'], ['already', 'RB'], ['noticed', 'VBN'], ['day', 'NN'], ['prior', 'RB'], ['make', 'VBP'], ['hair', 'NN'], ['feel', 'VB'], ['soft', 'JJ'], ['healthy', 'JJ'], ['make', 'VBP'], ['happy', 'JJ'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1692,"['nice', 'JJ'], ['conditioner', 'NN'], ['greasy', 'VBP'], ['all', 'DT'], ['rinse', 'VBP'], ['easily', 'RB']"
1693,"['love', 'VB'], ['hair', 'NN'], ['care', 'NN'], ['line', 'NN'], ['silicone', 'NN'], ['free', 'JJ'], ['love', 'NN'], ['three', 'CD'], ['step', 'NN'], ['really', 'RB'], ['work', 'VB'], ['oily', 'RB'], ['root', 'VB'], ['dry', 'JJ'], ['end', 'NN'], ['never', 'RB'], ['need', 'VBP'], ['thing', 'NN'], ['else', 'RB'], ['hair', 'NN'], ['care', 'NN'], ['line', 'NN'], ['fix', 'NN'], ['able', 'JJ'], ['wait', 'JJ'], ['hour', 'NN'], ['wash', 'NN'], ['hair', 'NN'], ['loved', 'VBD'], ['hair', 'NN'], ['looked', 'VBD'], ['dried', 'JJ'], ['hair', 'NN'], ['care', 'NN'], ['line', 'NN'], ['also', 'RB'], ['smell', 'RB'], ['great', 'JJ'], ['highly', 'RB'], ['reccomend', 'VBP'], ['it', 'PRP'], ['glad', 'JJ'], ['given', 'VBN'], ['hair', 'NN'], ['care', 'NN'], ['line', 'NN'], ['try', 'VB'], ['free', 'JJ'], ['wise', 'NN'], ['may', 'MD'], ['missed', 'VB'], ['awesomeness', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
1694,"['nervous', 'JJ'], ['going', 'VBG'], ['make', 'JJ'], ['hair', 'NN'], ['oily', 'RB'], ['completely', 'RB'], ['wrong', 'JJ'], ['that', 'IN'], ['softesf', 'JJ'], ['hair', 'NN'], ['felt', 'VBD'], ['while', 'IN'], ['sent', 'VBN'], ['influenster', 'NN'], ['opinion', 'NN'], ['review', 'NN'], ['collected', 'VBD'], ['part', 'NN'], ['promotion', 'NN']"
